,Unnamed: 0,_id,text,tags,definitions,technical_instruction_for_dev,sap_products,content_relevant_to_technical_risks,cost_information,risk_for_gl,support_information,marked,is_priority_statement,user_id
252,252,5e94e5dbe55dd0f9169ca5ec," 2.4 primal refund policy: our disclaimer of warranties, recited in section 6 of our terms of use, applies to our refund policy. we make no explicit or implicit warranties. our limitation of liability, recited in section 7 of our terms of use, applies to our refund policy. we are not liable to your application for any direct or indirect damages (direct or indirect) that result from the use of our services.if your application directly interacts with primal, several data plans are made available to you. your purchase of a data plan is, barring circumstances deemed exigent by primal, non-refundable. because we disclaim warranties of any kind when we provide our services and our services are provided “as is,” the quality of any goods or services (including the quality of content or data included within the scope of any purchased goods or services) we provide you cannot be the basis for any refund.your purchase of a data plan provides you with the ability to make a certain number of calls within or the capacity to provision a predetermined number of individual user accounts for a predetermined period (e.g. until the end of the month). if, at the conclusion of this period, you have not made the number of calls or provisioned the number of accounts afforded to you by your plan, i.e. there is a balance of unused purchased calls or provisioned accounts, you shall not be entitled to a refund (prorated or otherwise) on that balance of unused purchased calls.","['liability', 'as-is and as-available', 'payment']",0,1,0,1,1,0,0,1.0,1.0,I831094
252,252,5e94e5dbe55dd0f9169ca5ec," 2.4 primal refund policy: our disclaimer of warranties, recited in section 6 of our terms of use, applies to our refund policy. we make no explicit or implicit warranties. our limitation of liability, recited in section 7 of our terms of use, applies to our refund policy. we are not liable to your implementation for any direct or indirect damages (direct or indirect) that result from the use of our services.if your application directly interacts with primal, several data plans are made available to you. your purchase of a data plan is, barring circumstances deemed exigent by primal, non-refundable. because we disclaim warranties of any kind when we provide our services and our services are provided “as is,” the quality of any goods or services (including the quality of content or data included within the scope of any purchased goods or services) we provide you cannot be the basis for any refund.your purchase of a data plan provides you with the ability to make a certain number of calls within or the capacity to provision a predetermined number of individual user accounts for a predetermined period (e.g. until the end of the month). if, at the conclusion of this period, you have not made the number of calls or provisioned the number of accounts afforded to you by your plan, i.e. there is a balance of unused purchased calls or provisioned accounts, you shall not be entitled to a refund (prorated or otherwise) on that balance of unused purchased calls.","['liability', 'as-is and as-available', 'payment']",0,1,0,1,1,0,0,1.0,1.0,I831094
253,253,5e94e5dbe55dd0f9169ca5ed,"Planning for demand is necessary part of any business. If you sign up for a paid API plan, we provision that capacity and that payment is non-refundable. But not to worry —if you oversubscribe one month, just change your plan the next.",['payment'],0,0,0,0,1,0,0,1.0,1.0,I831094
253,253,5e94e5dbe55dd0f9169ca5ed,"planning for demand is necessary part of any business. if your application sign up for a paid api plan, we provision that capacity and that payment is non-refundable. but not to worry —if you oversubscribe one month, just change your plan the next.",['payment'],0,1,0,1,1,0,0,1.0,1.0,I831094
253,253,5e94e5dbe55dd0f9169ca5ed,"planning for demand is necessary part of any business. if your implementation sign up for a paid api plan, we provision that capacity and that payment is non-refundable. but not to worry —if you oversubscribe one month, just change your plan the next.",['payment'],0,1,0,1,1,0,0,1.0,1.0,I831094
254,254,5e94e5dbe55dd0f9169ca5ee," 3.3 Derivative Semantic Works: For the purpose of these Terms of Use: “Your Content” means any data that you transmit, distribute, submit, communicate, create, or store on or through the Services (including, without limitation, text, video, pictures, graphics, music, sound clips, likenesses, images, multimedia files, personal information, and other works of authorship). When you provide Your Content to the Services, you acknowledge and agree that there may be an integration, analysis, processing, arrangement, and/or organization of Your Content that results in data, content, or works (other than Your Content), such as text, video, pictures, graphics, music, sound clips, likenesses, images, multimedia files, personal information, and other works of authorship, data, information, arrangements, compilations, techniques, and metadata (“Derivative Semantic Works”). You acknowledge and agree that Primal shall own all right, title, and interest worldwide accrued as a result of creating the l Derivative Semantic Works, including all copyrights and other intellectual property rights therein and all renewals and extensions thereof, in all formats and media, whether now known or hereafter developed, to publish, display, perform, distribute, reproduce, digitize, transmit, translate, or modify a Derivative Semantic Work and any derivative works thereof, for all or any purposes. Data provided to you under one of Primal’s data plans via Primal’s API shall not be governed by this Section 3.3.",['publication risk'],0,0,0,0,0,0,0,0.0,1.0,
254,254,5e94e5dbe55dd0f9169ca5ee," 3.3 derivative semantic works: for the purpose of these terms of use: “your content” means any data that your application transmit, distribute, submit, communicate, create, or store on or through the services (including, without limitation, text, video, pictures, graphics, music, sound clips, likenesses, images, multimedia files, personal information, and other works of authorship). when you provide your content to the services, you acknowledge and agree that there may be an integration, analysis, processing, arrangement, and/or organization of your content that results in data, content, or works (other than your content), such as text, video, pictures, graphics, music, sound clips, likenesses, images, multimedia files, personal information, and other works of authorship, data, information, arrangements, compilations, techniques, and metadata (“derivative semantic works”). you acknowledge and agree that primal shall own all right, title, and interest worldwide accrued as a result of creating the l derivative semantic works, including all copyrights and other intellectual property rights therein and all renewals and extensions thereof, in all formats and media, whether now known or hereafter developed, to publish, display, perform, distribute, reproduce, digitize, transmit, translate, or modify a derivative semantic work and any derivative works thereof, for all or any purposes. data provided to you under one of primal’s data plans via primal’s api shall not be governed by this section 3.3.",['publication risk'],0,1,0,1,0,0,0,1.0,1.0,
254,254,5e94e5dbe55dd0f9169ca5ee," 3.3 derivative semantic works: for the purpose of these terms of use: “your content” means any data that your implementation transmit, distribute, submit, communicate, create, or store on or through the services (including, without limitation, text, video, pictures, graphics, music, sound clips, likenesses, images, multimedia files, personal information, and other works of authorship). when you provide your content to the services, you acknowledge and agree that there may be an integration, analysis, processing, arrangement, and/or organization of your content that results in data, content, or works (other than your content), such as text, video, pictures, graphics, music, sound clips, likenesses, images, multimedia files, personal information, and other works of authorship, data, information, arrangements, compilations, techniques, and metadata (“derivative semantic works”). you acknowledge and agree that primal shall own all right, title, and interest worldwide accrued as a result of creating the l derivative semantic works, including all copyrights and other intellectual property rights therein and all renewals and extensions thereof, in all formats and media, whether now known or hereafter developed, to publish, display, perform, distribute, reproduce, digitize, transmit, translate, or modify a derivative semantic work and any derivative works thereof, for all or any purposes. data provided to you under one of primal’s data plans via primal’s api shall not be governed by this section 3.3.",['publication risk'],0,1,0,1,0,0,0,1.0,1.0,
255,255,5e94e5dbe55dd0f9169ca5ef," 3.4 Primal Application Development: You understand and acknowledge that Primal may be independently creating applications, content, and other products or services that may be similar to or competitive with applications you may be developing and any content found therein, and nothing in these Terms of Use will be construed as restricting or preventing Primal from creating and fully exploiting such applications, content, and other items without any obligation to you. If you elect to provide us with any feedback, you hereby assign all right, title, and interest in and to such feedback to us, and acknowledge that we will be entitled to use, implement, and exploit any such feedback in any manner without restriction, and without any obligation of confidentiality, attribution, compensation, or other duty to account.","['privacy/data protection', 'ownership']",0,0,0,0,0,0,0,1.0,1.0,I076758
255,255,5e94e5dbe55dd0f9169ca5ef," 3.4 primal application development: your application understand and acknowledge that primal may be independently creating applications, content, and other products or services that may be similar to or competitive with applications you may be developing and any content found therein, and nothing in these terms of use will be construed as restricting or preventing primal from creating and fully exploiting such applications, content, and other items without any obligation to you. if you elect to provide us with any feedback, you hereby assign all right, title, and interest in and to such feedback to us, and acknowledge that we will be entitled to use, implement, and exploit any such feedback in any manner without restriction, and without any obligation of confidentiality, attribution, compensation, or other duty to account.","['privacy/data protection', 'ownership']",0,1,0,1,0,0,0,1.0,1.0,I076758
255,255,5e94e5dbe55dd0f9169ca5ef," 3.4 primal application development: your implementation understand and acknowledge that primal may be independently creating applications, content, and other products or services that may be similar to or competitive with applications you may be developing and any content found therein, and nothing in these terms of use will be construed as restricting or preventing primal from creating and fully exploiting such applications, content, and other items without any obligation to you. if you elect to provide us with any feedback, you hereby assign all right, title, and interest in and to such feedback to us, and acknowledge that we will be entitled to use, implement, and exploit any such feedback in any manner without restriction, and without any obligation of confidentiality, attribution, compensation, or other duty to account.","['privacy/data protection', 'ownership']",0,1,0,1,0,0,0,1.0,1.0,I076758
256,256,5e94e5dbe55dd0f9169ca5f0,"Privacy: Primal values the privacy of the users of our website. Please see Primal’s  Privacy Policy , incorporated by reference herein, which explains how we treat and protect the information and data of those that use our Services.",['privacy/data protection'],0,0,0,0,0,0,0,1.0,0.0,I830949
257,257,5e94e5dbe55dd0f9169ca5f1,"You agree to indemnify and hold Primal, its subsidiaries, affiliates, licensors, content providers, service providers, employees, agents, officers, directors, and contractors (the “Indemnified Parties“) harmless from any claim or demand, due to or arising out of your breach of these Terms of Use or the documents incorporated herein by reference, or your violation of any law or the rights of a third party. You agree that the Indemnified Parties will have no liability in connection with any such breach or unauthorized use, and you agree to indemnify any and all resulting loss, damages, judgments, awards, costs, expenses, and reasonable legal fees of the Indemnified Parties in connection therewith. You will also indemnify and hold the Indemnified Parties harmless from and against any claims brought by third parties arising out of your use of the information accessed from the Services.",['indemnification'],0,0,1,1,0,0,0,1.0,1.0,I076758
257,257,5e94e5dbe55dd0f9169ca5f1,"your application agree to indemnify and hold primal, its subsidiaries, affiliates, licensors, content providers, service providers, employees, agents, officers, directors, and contractors (the “indemnified parties“) harmless from any claim or demand, due to or arising out of your breach of these terms of use or the documents incorporated herein by reference, or your violation of any law or the rights of a third party. you agree that the indemnified parties will have no liability in connection with any such breach or unauthorized use, and you agree to indemnify any and all resulting loss, damages, judgments, awards, costs, expenses, and reasonable legal fees of the indemnified parties in connection therewith. you will also indemnify and hold the indemnified parties harmless from and against any claims brought by third parties arising out of your use of the information accessed from the services.",['indemnification'],0,1,1,1,0,0,0,1.0,1.0,I076758
257,257,5e94e5dbe55dd0f9169ca5f1,"your implementation agree to indemnify and hold primal, its subsidiaries, affiliates, licensors, content providers, service providers, employees, agents, officers, directors, and contractors (the “indemnified parties“) harmless from any claim or demand, due to or arising out of your breach of these terms of use or the documents incorporated herein by reference, or your violation of any law or the rights of a third party. you agree that the indemnified parties will have no liability in connection with any such breach or unauthorized use, and you agree to indemnify any and all resulting loss, damages, judgments, awards, costs, expenses, and reasonable legal fees of the indemnified parties in connection therewith. you will also indemnify and hold the indemnified parties harmless from and against any claims brought by third parties arising out of your use of the information accessed from the services.",['indemnification'],0,1,1,1,0,0,0,1.0,1.0,I076758
258,258,5e94e5dbe55dd0f9169ca5f2,"If you’ve agreed to follow these terms, we ask you to be responsible for our losses caused by failing to follow these terms.",['indemnification'],0,0,0,0,0,0,0,0.0,1.0,
258,258,5e94e5dbe55dd0f9169ca5f2,"if you’ve agreed to follow these terms, we ask your application to be responsible for our losses caused by failing to follow these terms.",['indemnification'],0,1,0,1,0,0,0,1.0,1.0,
258,258,5e94e5dbe55dd0f9169ca5f2,"if you’ve agreed to follow these terms, we ask your implementation to be responsible for our losses caused by failing to follow these terms.",['indemnification'],0,1,0,1,0,0,0,1.0,1.0,
259,259,5e94e5dbe55dd0f9169ca5f3,"Your use of the Services is at your sole risk. The Services are provided on an “as is” and “as available” basis. Primal and its subsidiaries, affiliates, officers, employees, agents, partners, and licensors expressly disclaim all conditions and warranties of any kind, whether expressed or implied, including, but not limited to the implied warranties of merchantability, fitness for a particular purpose, and non-infringement.","['as-is and as-available', 'liability']",0,0,1,0,0,0,0,1.0,1.0,I321911
260,260,5e94e5dbe55dd0f9169ca5f4,"Without limiting the generality of the foregoing, Primal and its subsidiaries, affiliates, officers, employees, agents, partners and licensors make no warranty that:",['as-is and as-available'],0,0,0,0,0,0,0,1.0,1.0,I831094
261,261,5e94e5dbe55dd0f9169ca5f5,"Information that may be obtained from the use of the Services, and any results of use of the functionality of the Services will be accurate, reliable or complete;",['as-is and as-available'],0,0,0,0,0,0,0,1.0,1.0,I830949
262,262,5e94e5dbe55dd0f9169ca5f6,"The quality of any goods, services, information, or other material that may be offered and subsequently purchased  or obtained by through Primal will meet your expectations, or that any errors in the Services will be corrected. You acknowledge and agree that any material downloaded or otherwise obtained through the use of the Services is accessed at your own discretion and risk, and you will be solely responsible for any damage to your computer system or loss of data that results from the download of any such material.",['as-is and as-available'],0,0,0,0,0,0,0,0.0,1.0,
262,262,5e94e5dbe55dd0f9169ca5f6,"the quality of any goods, services, information, or other material that may be offered and subsequently purchased  or obtained by through primal will meet your expectations, or that any errors in the services will be corrected. your application acknowledge and agree that any material downloaded or otherwise obtained through the use of the services is accessed at your own discretion and risk, and you will be solely responsible for any damage to your computer system or loss of data that results from the download of any such material.",['as-is and as-available'],0,1,0,1,0,0,0,1.0,1.0,
262,262,5e94e5dbe55dd0f9169ca5f6,"the quality of any goods, services, information, or other material that may be offered and subsequently purchased  or obtained by through primal will meet your expectations, or that any errors in the services will be corrected. your implementation acknowledge and agree that any material downloaded or otherwise obtained through the use of the services is accessed at your own discretion and risk, and you will be solely responsible for any damage to your computer system or loss of data that results from the download of any such material.",['as-is and as-available'],0,1,0,1,0,0,0,1.0,1.0,
263,263,5e94e5dbe55dd0f9169ca5f7,Primal makes no representations about the content sources and their usage conditions.,['as-is and as-available'],0,0,0,0,0,0,0,0.0,1.0,
264,264,5e94e5dbe55dd0f9169ca5f8,"No advice or information, whether oral or written, obtained by you from Primal or through or from the Services shall create any warranty not expressly stated in the Terms of Use.","['as-is and as-available', 'liability']",0,0,0,0,0,0,0,1.0,1.0,I831094
264,264,5e94e5dbe55dd0f9169ca5f8,"no advice or information, whether oral or written, obtained by your application from primal or through or from the services shall create any warranty not expressly stated in the terms of use.","['as-is and as-available', 'liability']",0,1,0,1,0,0,0,1.0,1.0,I831094
264,264,5e94e5dbe55dd0f9169ca5f8,"no advice or information, whether oral or written, obtained by your implementation from primal or through or from the services shall create any warranty not expressly stated in the terms of use.","['as-is and as-available', 'liability']",0,1,0,1,0,0,0,1.0,1.0,I831094
265,265,5e94e5dbe55dd0f9169ca5f9,"We’re doing some things that have never been done before. With cutting-edge technology comes uncertainty, so we can’t promise or guarantee any particular service or product experience.",['as-is and as-available'],0,0,0,0,0,0,0,1.0,1.0,I831094
266,266,5e94e5dbe55dd0f9169ca5fa,"You expressly understand and agree that Primal and its subsidiaries, affiliates, officers, employees, agents, partners, and licensors shall not be liable to you for any direct, indirect, incidental, special, consequential, or exemplary damages, whether in contract or tort or otherwise, including but not limited to, damages for loss of profits, goodwill, use, user content, data, or other intangible losses (even if Primal has been advised of the possibility of such damages), resulting from:","['as-is and as-available', 'indemnification']",0,0,0,0,0,0,0,1.0,1.0,I831094
266,266,5e94e5dbe55dd0f9169ca5fa,"your application expressly understand and agree that primal and its subsidiaries, affiliates, officers, employees, agents, partners, and licensors shall not be liable to you for any direct, indirect, incidental, special, consequential, or exemplary damages, whether in contract or tort or otherwise, including but not limited to, damages for loss of profits, goodwill, use, user content, data, or other intangible losses (even if primal has been advised of the possibility of such damages), resulting from:","['as-is and as-available', 'indemnification']",0,1,0,1,0,0,0,1.0,1.0,I831094
266,266,5e94e5dbe55dd0f9169ca5fa,"your implementation expressly understand and agree that primal and its subsidiaries, affiliates, officers, employees, agents, partners, and licensors shall not be liable to you for any direct, indirect, incidental, special, consequential, or exemplary damages, whether in contract or tort or otherwise, including but not limited to, damages for loss of profits, goodwill, use, user content, data, or other intangible losses (even if primal has been advised of the possibility of such damages), resulting from:","['as-is and as-available', 'indemnification']",0,1,0,1,0,0,0,1.0,1.0,I831094
267,267,5e94e5dbe55dd0f9169ca5fb,"Notwithstanding anything to the contrary in these Terms of Use, Primal’s total liability to you for any reason (whether based in contract, tort, including negligence and strict liability) in connection with these Terms of Use or the Services shall in no event exceed the amount paid by you to Primal prior to the event giving rise to liability.",['indemnification'],0,0,0,0,0,0,0,0.0,1.0,
267,267,5e94e5dbe55dd0f9169ca5fb,"notwithstanding anything to the contrary in these terms of use, primal’s total liability to your application for any reason (whether based in contract, tort, including negligence and strict liability) in connection with these terms of use or the services shall in no event exceed the amount paid by you to primal prior to the event giving rise to liability.",['indemnification'],0,1,0,1,0,0,0,1.0,1.0,
267,267,5e94e5dbe55dd0f9169ca5fb,"notwithstanding anything to the contrary in these terms of use, primal’s total liability to your implementation for any reason (whether based in contract, tort, including negligence and strict liability) in connection with these terms of use or the services shall in no event exceed the amount paid by you to primal prior to the event giving rise to liability.",['indemnification'],0,1,0,1,0,0,0,1.0,1.0,
268,268,5e94e5dbe55dd0f9169ca5fc,"We want you to use our services, but at the end of the day you must understand you do so at your own risk. Primal’s isn’t liable for your losses from the use of our services.","['as-is and as-available', 'indemnification']",0,0,0,0,0,0,0,1.0,1.0,I076758
268,268,5e94e5dbe55dd0f9169ca5fc,"we want your application to use our services, but at the end of the day you must understand you do so at your own risk. primal’s isn’t liable for your losses from the use of our services.","['as-is and as-available', 'indemnification']",0,1,0,1,0,0,0,1.0,1.0,I076758
268,268,5e94e5dbe55dd0f9169ca5fc,"we want your implementation to use our services, but at the end of the day you must understand you do so at your own risk. primal’s isn’t liable for your losses from the use of our services.","['as-is and as-available', 'indemnification']",0,1,0,1,0,0,0,1.0,1.0,I076758
269,269,5e94e5dbe55dd0f9169ca5fd,"Complete Agreement: These most recent listing of these Terms of Use (which do not include the “Terms in Plain English”) and the Privacy Policy constitute the entire agreement between Primal and you pertaining to your use of the Services and, except as specifically set forth herein, supersede any prior agreements between you and Primal relating to the Services.",['general requirements'],1,0,0,0,0,0,0,1.0,1.0,I831094
269,269,5e94e5dbe55dd0f9169ca5fd,"complete agreement: these most recent listing of these terms of use (which do not include the “terms in plain english”) and the privacy policy constitute the entire agreement between primal and your application pertaining to your use of the services and, except as specifically set forth herein, supersede any prior agreements between you and primal relating to the services.",['general requirements'],1,1,0,1,0,0,0,1.0,1.0,I831094
269,269,5e94e5dbe55dd0f9169ca5fd,"complete agreement: these most recent listing of these terms of use (which do not include the “terms in plain english”) and the privacy policy constitute the entire agreement between primal and your implementation pertaining to your use of the services and, except as specifically set forth herein, supersede any prior agreements between you and primal relating to the services.",['general requirements'],1,1,0,1,0,0,0,1.0,1.0,I831094
270,270,5e94e5dbe55dd0f9169ca5fe,"Motime operates under the “Waala” brand name in certain regions. The terms of this agreement apply to Partners of both the Motime and Waala brand. Any references to Motime shall be interpreted to apply to Waala as well. Although we will use terms such as “Partner”, “you” or “your” to refer to the individual or business entity identified in the Application you submit, you are and remain, for all purposes, purely an independent contractor, responsible for your own actions, taxes, the provision of any benefits, insurance and compliance with any and all laws and regulations that apply to you, your business and activities. Neither this API Agreement, nor your participation in our Self-Serve Partner Program contemplates any sharing of profits or losses, a joint venture or any other form of business arrangement, other than your participation in our Self-Serve Partner Program as described in this API Agreement.",['general requirements'],1,0,0,0,0,0,0,1.0,1.0,I831094
270,270,5e94e5dbe55dd0f9169ca5fe,"motime operates under the “waala” brand name in certain regions. the terms of this agreement apply to partners of both the motime and waala brand. any references to motime shall be interpreted to apply to waala as well. although we will use terms such as “partner”, “you” or “your” to refer to the individual or business entity identified in the application your application submit, you are and remain, for all purposes, purely an independent contractor, responsible for your own actions, taxes, the provision of any benefits, insurance and compliance with any and all laws and regulations that apply to you, your business and activities. neither this api agreement, nor your participation in our self-serve partner program contemplates any sharing of profits or losses, a joint venture or any other form of business arrangement, other than your participation in our self-serve partner program as described in this api agreement.",['general requirements'],1,1,0,1,0,0,0,1.0,1.0,I831094
270,270,5e94e5dbe55dd0f9169ca5fe,"motime operates under the “waala” brand name in certain regions. the terms of this agreement apply to partners of both the motime and waala brand. any references to motime shall be interpreted to apply to waala as well. although we will use terms such as “partner”, “you” or “your” to refer to the individual or business entity identified in the application your implementation submit, you are and remain, for all purposes, purely an independent contractor, responsible for your own actions, taxes, the provision of any benefits, insurance and compliance with any and all laws and regulations that apply to you, your business and activities. neither this api agreement, nor your participation in our self-serve partner program contemplates any sharing of profits or losses, a joint venture or any other form of business arrangement, other than your participation in our self-serve partner program as described in this api agreement.",['general requirements'],1,1,0,1,0,0,0,1.0,1.0,I831094
271,271,5e94e5dbe55dd0f9169ca5ff,"a)   Motime shall, at its own cost and expense, provide Motime Services and Mobile Content for the Motime Service. Motime shall be responsible for and will solely control the Motime Service, including, without limitation, all features, content, pricing and functionality, and has the unrestricted right to modify, suspend or amend same at all times, in its sole discretion.","['changes to service', 'changes to terms', 'change to the product']",0,0,0,0,0,0,0,1.0,1.0,I831094
272,272,5e94e5dbe55dd0f9169ca600,c)    In no event shall Motime be liable for any breach by any Customer of the Terms & Conditions or any other agreement by which any Customer may be bound.,"['liability', 'indemnification']",0,0,0,0,0,0,0,1.0,1.0,I831094
273,273,5e94e5dbe55dd0f9169ca601,"b)   Partner shall at all times comply with the terms of Motime’s Marketing Regulations, as may be updated from time to time in Motime’s sole discretion, and which can be found at http://access.motime.com/partner_policy/ and is incorporated herein by reference. Partner shall not display the Integration on any Partner Site, Partner Application or other location directly or indirectly owned or controlled by Partner with or adjacent to any illegal, offensive, pornographic, obscene, violent, hate-related, controversial or otherwise objectionable material.  Without limiting Motime’s other rights or remedies at law or equity, Motime may immediately terminate the API Agreement, withhold payment from you, and disable any Integration hereunder in the event Motime reasonably believes you have failed to comply with the Marketing Regulations.","['obligations', 'termination/suspension', 'changes to terms', 'data management and usage', 'payment']",0,0,0,1,1,0,1,1.0,1.0,I321911
273,273,5e94e5dbe55dd0f9169ca601,"b)   partner shall at all times comply with the terms of motime’s marketing regulations, as may be updated from time to time in motime’s sole discretion, and which can be found at http://access.motime.com/partner_policy/ and is incorporated herein by reference. partner shall not display the integration on any partner site, partner application or other location directly or indirectly owned or controlled by partner with or adjacent to any illegal, offensive, pornographic, obscene, violent, hate-related, controversial or otherwise objectionable material.  without limiting motime’s other rights or remedies at law or equity, motime may immediately terminate the api agreement, withhold payment from you, and disable any integration hereunder in the event motime reasonably believes your application have failed to comply with the marketing regulations.","['obligations', 'termination/suspension', 'changes to terms', 'data management and usage', 'payment']",0,1,0,1,1,0,1,1.0,1.0,I321911
273,273,5e94e5dbe55dd0f9169ca601,"b)   partner shall at all times comply with the terms of motime’s marketing regulations, as may be updated from time to time in motime’s sole discretion, and which can be found at http://access.motime.com/partner_policy/ and is incorporated herein by reference. partner shall not display the integration on any partner site, partner application or other location directly or indirectly owned or controlled by partner with or adjacent to any illegal, offensive, pornographic, obscene, violent, hate-related, controversial or otherwise objectionable material.  without limiting motime’s other rights or remedies at law or equity, motime may immediately terminate the api agreement, withhold payment from you, and disable any integration hereunder in the event motime reasonably believes your implementation have failed to comply with the marketing regulations.","['obligations', 'termination/suspension', 'changes to terms', 'data management and usage', 'payment']",0,1,0,1,1,0,1,1.0,1.0,I321911
274,274,5e94e5dbe55dd0f9169ca602,"d)   Partner shall be solely responsible, at no cost to Motime, for (i) procuring and maintaining all necessary rights, consents, licenses, permissions, and clearances with respect to any Partner Sites, Partner Applications, or Partner’s Marks.  Partner shall be solely responsible for any and all royalties and other fees and payments required by any rights holders and licensors of content publicly performed on or made available on or through the Partner Sites and/or Partner Applications (including, without limitation, residuals or other payments to guilds or unions, for music clearances, Internet or wireless streaming, performance, synchronization  and mechanical rights) and all other fees, royalties, charges, payments or obligations arising out of the activities contemplated by this API Agreement) and Motime shall have no responsibility or liability for same whatsoever.","['obligations', 'publication risk']",0,0,0,0,0,0,0,0.0,1.0,
275,275,5e94e5dbe55dd0f9169ca603,"f)     Partner shall implement the Integration in accordance with the Specifications. Partner shall use reasonable efforts to promptly report to Motime any malfunctions, defects or non-conformities in or affecting the Integration or the Motime Services and take all actions reasonably required to restore the Integration and/or the Motime Services to proper functioning and operation. Motime reserves the right, at its option and without liability, to require Partner to remove or modify Integration, at any time, in any and/or all locations and instances.","['obligations', 'technical requirements']",0,1,0,1,0,0,0,1.0,1.0,I831094
276,276,5e94e5dbe55dd0f9169ca604,"b)   Motime shall exclusively own all right, title and interest in and to Customer Data collected with respect to Customers, including, without limitation, Customers who access the Integration, as and if applicable. Partner shall not, directly or indirectly, disclose, process or use or authorize, enable, encourage or permit any third party to disclosure, collect, retain or use any Customer Data.","['privacy/data protection', 'data security standards']",0,0,0,1,0,0,0,1.0,1.0,I076758
277,277,5e94e5dbe55dd0f9169ca605,"c)    Except as otherwise expressly provided herein, each party is responsible for all costs and expenses incurred by it in connection with the performance of its obligations under this API Agreement.",['payment'],0,0,0,0,1,0,0,1.0,1.0,I831094
278,278,5e94e5dbe55dd0f9169ca606,a)   Payments. Motime will pay the commission agreed upon at the time of the Affiliate's registration on Motime Open Access. Motime reserves the right to change its level of commission from time to time at Motime's sole discretion.,"['payment', 'changes to terms']",0,0,0,0,1,0,0,1.0,1.0,I831094
279,279,5e94e5dbe55dd0f9169ca607,"Should you have questions regarding the commission level, please contact us at http://access.motime.com/help/contactus","['payment', 'contact information']",0,0,0,0,1,0,1,1.0,1.0,I831094
279,279,5e94e5dbe55dd0f9169ca607,"should your application have questions regarding the commission level, please contact us at http://access.motime.com/help/contactus","['payment', 'contact information']",0,1,0,1,1,0,1,1.0,1.0,I831094
279,279,5e94e5dbe55dd0f9169ca607,"should your implementation have questions regarding the commission level, please contact us at http://access.motime.com/help/contactus","['payment', 'contact information']",0,1,0,1,1,0,1,1.0,1.0,I831094
280,280,5e94e5dbe55dd0f9169ca608,"b)   Within sixty (60) days after the end of each calendar month, Motime shall pay Partner all undisputed Payments due Partner for that calendar month, unless the payment is less than $250 in which case Payment will be aggregated with the following months until at least $250 is reached. No other payments or fees shall be due or payable by Motime to Partner or any other party under or as a result of this API Agreement. Payments by Motime will be accompanied by a report, in reasonable detail, providing the basis for the Payment.",['payment'],0,0,0,0,1,0,0,1.0,1.0,I871655
281,281,5e94e5dbe55dd0f9169ca609,"c)    All Payments made by Motime under this API Agreement are free and clear of, without reduction for, and exclusive of any taxes; provided, however, that if required by applicable law or regulatory authorities, Motime may reduce such Payments by the amount of any tax, duties or government required payments or fees (“taxes”) for which Partner is responsible, and pay same to the appropriate authorities and shall provide Partner notice of same. Partner agrees to complete all paperwork reasonably required by Motime to make Payments, before Motime will be obligated to make any Payments to Partner hereunder. Other than federal and state taxes imposed on the net income of Motime, Partner will bear responsibility for all taxes resulting from this API Agreement.","['payment', 'consent', 'changes to terms']",0,0,0,0,1,1,0,1.0,1.0,I321911
282,282,5e94e5dbe55dd0f9169ca60a,"b)   Neither party shall issue a news release or public announcement regarding this API Agreement or refer to or use the Marks of the other in publicity or marketing communications, without the prior written consent of the other party.","['consent', 'publicity']",0,0,0,1,0,0,0,1.0,1.0,I321911
283,283,5e94e5dbe55dd0f9169ca60b,"a)   The term of this API Agreement will begin on the Effective Date, which is the date Motime notifies Partner of acceptance of its Application and will continue until terminated by either party as permitted (“Term”).  Either party may terminate this API Agreement upon twenty-four (24) hours’ prior written notice to the other.",['termination/suspension'],1,0,0,0,0,0,0,1.0,1.0,I831094
284,284,5e94e5dbe55dd0f9169ca60c,"b)   Upon termination of this API Agreement, any provision which must survive to give effect to its plain meaning, shall survive termination of this API Agreement. Upon termination of this API Agreement, Partner will immediately cease using Motime Tools, Motime Services and Motime Marks and will return or destroy all Confidential Information in its possession or under its control to Motime unless Motime requests the return of same within 48 hours of termination of this API Agreement.","['termination/suspension', 'privacy/data protection']",0,0,0,1,0,0,0,1.0,1.0,I831094
285,285,5e94e5dbe55dd0f9169ca60d,"c)  Notwithstanding any of the foregoing, Motime may, for any reason or no reason and at any time and without any penalty block or otherwise prevent access to the Motime Service through or by the Integration, any Partner Application, Partner Site, Widget, and/or API.","['termination/suspension', 'change to the product']",0,0,0,0,0,0,0,1.0,1.0,I830949
